t,x,y,fh,fv,r,s,frame:
130,-274,111,0,0,0,-79,0
131,-274,111,0,0,0,-79,0
132,-274,110,0,0,0,-79,0
133,-274,109,0,0,0,-79,0
134,-274,109,0,0,0,-79,0
135,-274,109,0,0,0,-79,0
136,-274,109,0,0,0,-79,0
137,-274,109,0,0,0,-79,0
138,-274,109,0,0,0,-79,0
139,-274,109,0,0,0,-79,0
140,-274,109,0,0,0,-79,0
141,-274,109,0,0,0,-79,0
142,-274,109,0,0,0,-79,0
143,-274,109,0,0,0,-79,0
144,-274,109,0,0,0,-79,0
145,-274,109,0,0,0,-79,0
146,-274,109,0,0,0,-79,0
147,-274,109,0,0,0,-79,0
148,-274,109,0,0,0,-79,0
149,-274,109,0,0,0,-79,0
150,-274,109,0,0,0,-79,0
151,-274,108,0,0,0,-79,0
152,-274,108,0,0,0,-79,0
153,-274,108,0,0,0,-79,0
154,-274,108,0,0,0,-79,0
155,-274,108,0,0,0,-79,0
156,-274,108,0,0,0,-79,0
157,-274,108,0,0,0,-79,0
158,-274,108,0,0,0,-79,0
159,-274,108,0,0,0,-79,0
160,-274,108,0,0,0,-79,0
161,-274,108,0,0,0,-79,0
162,-274,108,0,0,0,-79,0
163,-274,108,0,0,0,-79,0
164,-274,108,0,0,0,-79,0
165,-274,108,0,0,0,-79,0
166,-274,108,0,0,0,-79,0
167,-274,108,0,0,0,-79,0
168,-274,108,0,0,0,-79,0
169,-274,108,0,0,0,-79,0
170,-274,108,0,0,0,-79,0
171,-274,108,0,0,0,-79,0
172,-274,108,0,0,0,-79,0
173,-274,108,0,0,0,-79,0
174,-274,108,0,0,0,-79,0
175,-274,108,0,0,0,-79,0
176,-274,108,0,0,0,-79,0
177,-274,108,0,0,0,-79,0
178,-274,108,0,0,0,-79,0
179,-274,108,0,0,0,-79,0
180,-274,108,0,0,0,-79,0
181,-274,108,0,0,0,-79,0
182,-274,108,0,0,0,-79,0
183,-274,108,0,0,0,-79,0
184,-274,108,0,0,0,-79,0
185,-274,108,0,0,0,-79,0
186,-274,108,0,0,0,-79,0
187,-274,108,0,0,0,-79,0
188,-274,108,0,0,0,-79,0
189,-274,108,0,0,0,-79,0
190,-274,108,0,0,0,-79,0
191,-274,108,0,0,0,-79,0
192,-274,108,0,0,0,-79,0
193,-274,108,0,0,0,-79,0
194,-274,108,0,0,0,-79,0
195,-274,108,0,0,0,-79,0
196,-274,108,0,0,0,-79,0
197,-274,108,0,0,0,-79,0
198,-274,108,0,0,0,-79,0
199,-274,108,0,0,0,-79,0
200,-274,108,0,0,0,-79,0
201,-274,108,0,0,0,-79,0
202,-274,108,0,0,0,-79,0
203,-274,108,0,0,0,-79,0
204,-274,108,0,0,0,-79,0
205,-274,108,0,0,0,-79,0
206,-274,108,0,0,0,-79,0
207,-274,108,0,0,0,-79,0
208,-274,108,0,0,0,-79,0
209,-274,108,0,0,0,-79,0
210,-274,108,0,0,0,-79,0
211,-274,108,0,0,0,-79,0
212,-274,108,0,0,0,-79,0
213,-274,108,0,0,0,-79,0
214,-274,108,0,0,0,-79,0
215,-274,108,0,0,0,-79,0
216,-274,108,0,0,0,-79,0
217,-274,108,0,0,0,-79,0
218,-274,108,0,0,0,-79,0
219,-274,108,0,0,0,-79,0
220,-274,108,0,0,0,-79,0
221,-274,108,0,0,0,-79,0
222,-274,108,0,0,0,-79,0
223,-274,108,0,0,0,-79,0
224,-274,108,0,0,0,-79,0
225,-274,108,0,0,0,-79,0
226,-274,108,0,0,0,-79,0
227,-274,108,0,0,0,-79,0
228,-274,108,0,0,0,-79,0
229,-274,108,0,0,0,-79,0
230,-274,108,0,0,0,-79,0
231,-274,108,0,0,0,-79,0
232,-274,108,0,0,0,-79,0
233,-274,108,0,0,0,-79,0
234,-274,108,0,0,0,-79,0
235,-274,108,0,0,0,-79,0
236,-274,108,0,0,0,-79,0
237,-274,108,0,0,0,-79,0
238,-274,108,0,0,0,-79,0
239,-274,108,0,0,0,-79,0
240,-274,108,0,0,0,-79,0
241,-274,108,0,0,0,-79,0
242,-274,108,0,0,0,-79,0
243,-274,108,0,0,0,-79,0
244,-274,108,0,0,0,-79,0
245,-274,108,0,0,0,-79,0
246,-274,108,0,0,0,-79,0
247,-274,108,0,0,0,-79,0
248,-274,108,0,0,0,-79,0
249,-274,108,0,0,0,-79,0
