t,x,y,fh,fv,r,s,frame:
88,1,42,0,0,0,0,0
89,4,41,0,0,0,0,0
90,6,39,0,0,0,0,0
91,10,37,0,0,0,0,0
92,12,36,0,0,0,0,0
93,14,35,0,0,0,0,0
94,15,34,0,0,0,0,0
95,17,32,0,0,0,0,0
96,18,32,0,0,0,0,0
97,20,31,0,0,0,0,0
98,22,30,0,0,0,0,0
99,25,29,0,0,0,0,0
100,26,28,0,0,0,0,0
101,27,28,0,0,0,0,0
102,28,27,0,0,0,0,0
103,30,27,0,0,0,0,0
104,31,26,0,0,0,0,0
105,32,26,0,0,0,0,0
106,34,26,0,0,0,0,0
107,36,26,0,0,0,0,0
108,37,26,0,0,0,0,0
109,39,26,0,0,0,0,0
110,40,27,0,0,0,0,0
111,41,27,0,0,0,0,0
112,42,28,0,0,0,0,0
113,43,28,0,0,0,0,0
114,44,29,0,0,0,0,0
115,45,30,0,0,0,0,0
116,45,30,0,0,0,0,0
117,45,32,0,0,0,0,0
118,46,33,0,0,0,0,0
119,46,33,0,0,0,0,0
120,47,34,0,0,0,0,0
121,47,35,0,0,0,0,0
122,47,36,0,0,0,0,0
123,47,36,0,0,0,0,0
124,47,37,0,0,0,0,0
125,47,37,0,0,0,0,0
126,47,37,0,0,0,0,0
127,47,37,0,0,0,0,0
128,47,38,0,0,0,0,0
129,47,39,0,0,0,0,0
130,47,39,0,0,0,0,0
131,47,40,0,0,0,0,0
132,47,40,0,0,0,0,0
133,46,40,0,0,0,0,0
134,46,40,0,0,0,0,0
135,44,41,0,0,0,0,0
136,43,41,0,0,0,0,0
137,43,42,0,0,0,0,0
138,43,42,0,0,0,0,0
139,42,42,0,0,0,0,0
140,41,42,0,0,0,0,0
141,41,42,0,0,0,0,0
142,40,43,0,0,0,0,0
143,39,43,0,0,0,0,0
144,39,43,0,0,0,0,0
145,38,43,0,0,0,0,0
146,37,43,0,0,0,0,0
147,36,44,0,0,0,0,0
148,36,45,0,0,0,0,0
149,35,45,0,0,0,0,0
150,34,46,0,0,0,0,0
151,33,47,0,0,0,0,0
152,32,48,0,0,0,0,0
153,32,48,0,0,0,0,0
154,32,48,0,0,0,0,0
155,32,48,0,0,0,0,0
156,32,48,0,0,0,0,0
157,32,48,0,0,0,0,0
158,32,48,0,0,0,0,0
159,31,48,0,0,0,0,0
160,30,48,0,0,0,0,0
161,30,48,0,0,0,0,0
162,29,49,0,0,0,0,0
163,29,50,0,0,0,0,0
164,28,50,0,0,0,0,0
165,28,50,0,0,0,0,0
166,27,50,0,0,0,0,0
167,27,51,0,0,0,0,0
168,27,51,0,0,0,0,0
169,27,51,0,0,0,0,0
170,26,51,0,0,0,0,0
171,25,52,0,0,0,0,0
172,24,53,0,0,0,0,0
173,23,54,0,0,0,0,0
174,23,54,0,0,0,0,0
175,23,54,0,0,0,0,0
176,23,54,0,0,0,0,0
177,23,54,0,0,0,0,0
178,23,54,0,0,0,0,0
179,23,54,0,0,0,0,0
180,23,54,0,0,0,0,0
181,23,54,0,0,0,0,0
182,23,54,0,0,0,0,0
183,23,54,0,0,0,0,0
184,22,54,0,0,0,0,0
185,22,54,0,0,0,0,0
186,22,54,0,0,0,0,0
187,22,54,0,0,0,0,0
188,22,54,0,0,0,0,0
189,22,54,0,0,0,0,0
190,22,54,0,0,0,0,0
191,22,54,0,0,0,0,0
192,22,54,0,0,0,0,0
193,22,54,0,0,0,0,0
194,22,54,0,0,0,0,0
