t,x,y,fh,fv,r,s,frame:
188,-408,-67,0,0,0,-145,1
189,-411,-71,0,0,0,-145,1
190,-412,-74,0,0,0,-145,1
191,-413,-76,0,0,0,-145,1
192,-414,-79,0,0,0,-145,1
193,-414,-81,0,0,0,-145,1
194,-414,-82,0,0,0,-145,1
195,-414,-83,0,0,0,-145,1
196,-415,-85,0,0,0,-145,1
197,-415,-86,0,0,0,-145,1
198,-416,-88,0,0,0,-145,1
199,-416,-89,0,0,0,-145,1
200,-416,-91,0,0,0,-145,1
201,-417,-93,0,0,0,-145,1
202,-419,-96,0,0,0,-145,1
203,-421,-99,0,0,0,-145,1
204,-424,-103,0,0,0,-145,1
205,-428,-107,0,0,0,-145,1
206,-431,-110,0,0,0,-145,1
207,-435,-116,0,0,0,-145,1
208,-436,-119,0,0,0,-145,1
209,-437,-122,0,0,0,-145,1
210,-438,-125,0,0,0,-145,1
211,-438,-127,0,0,0,-145,1
212,-439,-128,0,0,0,-145,0
213,-439,-128,0,0,0,-145,0
214,-439,-128,0,0,0,-145,0
215,-439,-128,0,0,0,-145,0
216,-439,-128,0,0,0,-145,0
217,-439,-128,0,0,0,-145,0
218,-438,-129,0,0,0,-145,0
219,-438,-129,0,0,0,-145,0
220,-438,-130,0,0,0,-145,0
221,-437,-130,0,0,0,-145,0
222,-436,-130,0,0,0,-145,0
223,-436,-130,0,0,0,-145,0
224,-435,-130,0,0,0,-145,0
225,-431,-131,0,0,0,-145,0
226,-429,-133,0,0,0,-145,0
227,-423,-137,0,0,0,-145,0
228,-418,-141,0,0,0,-145,0
229,-414,-144,0,0,0,-145,0
230,-411,-147,0,0,0,-145,0
231,-408,-149,0,0,0,-145,0
232,-407,-151,0,0,0,-145,0
233,-406,-152,0,0,0,-145,0
234,-405,-153,0,0,0,-145,0
235,-405,-154,0,0,0,-145,0
236,-404,-155,0,0,0,-145,0
237,-403,-156,0,0,0,-145,0
238,-403,-157,0,0,0,-145,0
239,-398,-165,0,0,0,-145,0
240,-397,-167,0,0,0,-145,0
241,-396,-169,0,0,0,-145,0
242,-396,-170,0,0,0,-145,0
243,-395,-171,0,0,0,-145,0
244,-393,-174,0,0,0,-145,0
245,-393,-176,0,0,0,-145,0
246,-392,-177,0,0,0,-145,0
247,-390,-180,0,0,0,-145,0
248,-390,-182,0,0,0,-145,0
249,-389,-182,0,0,0,-145,0
250,-389,-183,0,0,0,-145,0
251,-388,-184,0,0,0,-145,0
252,-387,-189,0,0,0,-145,0
253,-386,-191,0,0,0,-145,0
254,-386,-193,0,0,0,-145,0
255,-386,-193,0,0,0,-145,0
256,-386,-193,0,0,0,-145,0
257,-386,-193,0,0,0,-145,0
258,-386,-193,0,0,0,-145,0
259,-386,-193,0,0,0,-145,0
260,-386,-193,0,0,0,-145,0
261,-386,-194,0,0,0,-145,0
262,-386,-194,0,0,0,-145,0
263,-387,-195,0,0,0,-145,0
264,-387,-195,0,0,0,-145,0
265,-387,-195,0,0,0,-145,0
266,-387,-196,0,0,0,-145,0
267,-387,-196,0,0,0,-145,0
268,-388,-196,0,0,0,-145,0
269,-388,-196,0,0,0,-145,0
270,-388,-196,0,0,0,-145,0
271,-389,-196,0,0,0,-145,0
272,-389,-197,0,0,0,-145,0
273,-389,-197,0,0,0,-145,0
274,-390,-197,0,0,0,-145,0
275,-390,-197,0,0,0,-145,0
276,-390,-197,0,0,0,-145,0
277,-390,-197,0,0,0,-145,0
278,-390,-197,0,0,0,-145,0
279,-390,-197,0,0,0,-145,0
280,-390,-197,0,0,0,-145,0
281,-390,-198,0,0,0,-145,0
282,-390,-198,0,0,0,-145,0
283,-390,-198,0,0,0,-145,0
284,-390,-198,0,0,0,-145,0
285,-390,-198,0,0,0,-145,0
286,-389,-198,0,0,0,-145,0
287,-388,-198,0,0,0,-145,0
288,-387,-198,0,0,0,-145,0
289,-386,-198,0,0,0,-145,0
290,-386,-198,0,0,0,-145,0
291,-385,-199,0,0,0,-145,0
292,-380,-202,0,0,0,-145,0
293,-375,-205,0,0,0,-145,0
294,-371,-208,0,0,0,-145,0
295,-368,-210,0,0,0,-145,0
296,-366,-211,0,0,0,-145,0
297,-360,-214,0,0,0,-145,0
298,-356,-216,0,0,0,-145,0
299,-353,-217,0,0,0,-145,0
300,-349,-218,0,0,0,-145,0
301,-345,-219,0,0,0,-145,0
302,-336,-220,0,0,0,-145,0
303,-330,-220,0,0,0,-145,0
304,-325,-221,0,0,0,-145,1
305,-318,-221,0,0,0,-145,1
306,-310,-221,0,0,0,-145,1
307,-301,-221,0,0,0,-145,1
308,-294,-221,0,0,0,-145,1
309,-291,-221,0,0,0,-145,1
310,-283,-221,0,0,0,-145,1
311,-277,-220,0,0,0,-145,1
312,-270,-218,0,0,0,-145,1
313,-261,-216,0,0,0,-145,1
314,-254,-215,0,0,0,-145,1
315,-245,-214,0,0,0,-145,1
316,-237,-213,0,0,0,-145,1
317,-229,-212,0,0,0,-145,1
318,-221,-210,0,0,0,-145,1
319,-205,-208,0,0,0,-145,1
320,-190,-207,0,0,0,-145,1
321,-175,-205,0,0,0,-145,1
322,-154,-203,0,0,0,-145,1
323,-136,-201,0,0,0,-145,1
324,-116,-198,0,0,0,-145,1
325,-94,-196,0,0,0,-145,1
326,-76,-195,0,0,0,-145,1
327,-54,-192,0,0,0,-145,1
328,-38,-189,0,0,0,-145,1
329,-19,-187,0,0,0,-145,1
330,-7,-186,0,0,0,-145,1
331,9,-183,0,0,0,-145,1
332,21,-183,0,0,0,-145,1
333,37,-182,0,0,0,-145,1
334,48,-180,0,0,0,-145,1
335,65,-180,0,0,0,-145,1
336,87,-180,0,0,0,-145,1
337,93,-180,0,0,0,-145,1
338,108,-182,0,0,0,-145,1
339,127,-183,0,0,0,-145,1
340,132,-184,0,0,0,-145,1
341,148,-185,0,0,0,-145,1
342,158,-187,0,0,0,-145,1
343,170,-189,0,0,0,-145,1
344,179,-190,0,0,0,-145,1
345,190,-192,0,0,0,-145,1
346,201,-193,0,0,0,-145,1
347,207,-194,0,0,0,-145,1
348,212,-194,0,0,0,-145,1
349,216,-194,0,0,0,-145,1
350,222,-194,0,0,0,-145,1
351,230,-195,0,0,0,-145,1
352,238,-195,0,0,0,-145,1
353,244,-195,0,0,0,-145,1
354,252,-195,0,0,0,-145,1
355,255,-195,0,0,0,-145,1
356,257,-195,0,0,0,-145,1
357,260,-194,0,0,0,-145,1
358,266,-194,0,0,0,-145,1
359,272,-193,0,0,0,-145,1
360,275,-193,0,0,0,-145,1
361,283,-193,0,0,0,-145,1
362,287,-192,0,0,0,-145,1
363,291,-192,0,0,0,-145,1
364,296,-191,0,0,0,-145,1
365,299,-190,0,0,0,-145,1
366,302,-189,0,0,0,-145,1
367,303,-187,0,0,0,-145,1
368,305,-185,0,0,0,-145,1
369,309,-182,0,0,0,-145,1
370,313,-178,0,0,0,-145,1
371,318,-173,0,0,0,-145,1
372,321,-171,0,0,0,-145,1
373,324,-167,0,0,0,-145,1
374,327,-163,0,0,0,-145,1
375,330,-156,0,0,0,-145,1
376,332,-153,0,0,0,-145,1
377,334,-150,0,0,0,-145,1
378,335,-147,0,0,0,-145,1
379,336,-145,0,0,0,-145,1
380,337,-144,0,0,0,-145,1
381,337,-144,0,0,0,-145,1
382,337,-144,0,0,0,-145,1
383,337,-144,0,0,0,-145,1
384,339,-144,0,0,0,-145,1
385,343,-144,0,0,0,-145,1
386,348,-145,0,0,0,-145,1
387,354,-146,0,0,0,-145,1
388,363,-148,0,0,0,-145,1
389,370,-149,0,0,0,-145,1
390,375,-150,0,0,0,-145,1
391,378,-152,0,0,0,-145,1
392,379,-154,0,0,0,-145,1
393,380,-155,0,0,0,-145,1
394,381,-156,0,0,0,-145,1
395,382,-157,0,0,0,-145,1
396,385,-159,0,0,0,-145,1
397,387,-161,0,0,0,-145,1
398,390,-163,0,0,0,-145,1
399,392,-165,0,0,0,-145,1
400,393,-166,0,0,0,-145,1
401,393,-166,0,0,0,-145,1
402,393,-166,0,0,0,-145,1
403,393,-166,0,0,0,-145,1
404,393,-166,0,0,0,-145,1
405,393,-166,0,0,0,-145,1
406,393,-166,0,0,0,-145,1
407,393,-166,0,0,0,-145,1
408,396,-167,0,0,0,-145,1
409,397,-167,0,0,0,-145,1
410,398,-168,0,0,0,-145,1
411,399,-168,0,0,0,-145,1
412,400,-169,0,0,0,-145,1
413,401,-169,0,0,0,-145,1
414,401,-170,0,0,0,-145,1
415,402,-170,0,0,0,-145,1
416,402,-170,0,0,0,-145,1
417,402,-170,0,0,0,-145,0
418,402,-170,0,0,0,-145,0
419,403,-170,0,0,0,-145,0
420,408,-170,0,0,0,-145,0
421,411,-170,0,0,0,-145,0
422,413,-170,0,0,0,-145,0
423,414,-170,0,0,0,-145,0
424,415,-170,0,0,0,-145,0
425,415,-170,0,0,0,-145,0
426,415,-170,0,0,0,-145,0
427,417,-170,0,0,0,-145,0
428,419,-171,0,0,0,-145,0
429,420,-171,0,0,0,-145,0
430,421,-171,0,0,0,-145,0
431,423,-171,0,0,0,-145,0
432,426,-171,0,0,0,-145,0
433,428,-172,0,0,0,-145,0
434,430,-172,0,0,0,-145,0
435,433,-172,0,0,0,-145,0
436,437,-172,0,0,0,-145,0
437,440,-172,0,0,0,-145,0
438,442,-172,0,0,0,-145,0
439,442,-172,0,0,0,-145,0
440,443,-172,0,0,0,-145,0
441,443,-172,0,0,0,-145,0
442,444,-172,0,0,0,-145,0
443,447,-172,0,0,0,-145,0
444,449,-172,0,0,0,-145,0
445,452,-171,0,0,0,-145,0
446,454,-171,0,0,0,-145,0
447,455,-170,0,0,0,-145,0
448,457,-170,0,0,0,-145,0
449,461,-169,0,0,0,-145,0
450,465,-167,0,0,0,-145,0
451,469,-166,0,0,0,-145,0
452,471,-165,0,0,0,-145,0
453,471,-165,0,0,0,-145,0
454,471,-165,0,0,0,-145,0
455,471,-165,0,0,0,-145,0
456,471,-165,0,0,0,-145,0
457,471,-165,0,0,0,-145,0
458,473,-164,0,0,0,-145,0
459,475,-164,0,0,0,-145,0
460,481,-162,0,0,0,-145,0
461,482,-161,0,0,0,-145,0
462,487,-160,0,0,0,-145,0
463,489,-159,0,0,0,-145,0
464,491,-159,0,0,0,-145,0
465,493,-158,0,0,0,-145,0
466,494,-157,0,0,0,-145,0
467,495,-156,0,0,0,-145,0
468,496,-155,0,0,0,-145,0
469,497,-153,0,0,0,-145,0
470,497,-153,0,0,0,-145,0
471,499,-151,0,0,0,-145,0
472,500,-150,0,0,0,-145,0
473,501,-148,0,0,0,-145,0
474,501,-146,0,0,0,-145,0
475,501,-146,0,0,0,-145,0
476,501,-145,0,0,0,-145,0
477,501,-145,0,0,0,-145,0
478,501,-144,0,0,0,-145,0
479,500,-142,0,0,0,-145,0
480,499,-140,0,0,0,-145,0
481,498,-138,0,0,0,-145,0
482,498,-137,0,0,0,-145,0
483,497,-135,0,0,0,-145,0
484,496,-133,0,0,0,-145,0
485,495,-129,0,0,0,-145,0
486,493,-124,0,0,0,-145,0
487,493,-122,0,0,0,-145,0
488,493,-121,0,0,0,-145,0
489,492,-120,0,0,0,-145,0
490,492,-119,0,0,0,-145,0
491,491,-116,0,0,0,-145,0
492,491,-114,0,0,0,-145,0
493,490,-112,0,0,0,-145,0
494,490,-109,0,0,0,-145,0
495,489,-108,0,0,0,-145,0
496,489,-108,0,0,0,-145,0
497,489,-107,0,0,0,-145,0
498,489,-105,0,0,0,-145,0
499,488,-103,0,0,0,-145,0
500,487,-101,0,0,0,-145,0
501,485,-97,0,0,0,-145,0
502,484,-93,0,0,0,-145,0
503,482,-89,0,0,0,-145,0
504,480,-85,0,0,0,-145,0
505,477,-80,0,0,0,-145,0
506,474,-75,0,0,0,-145,0
507,469,-68,0,0,0,-145,0
508,467,-66,0,0,0,-145,0
509,465,-63,0,0,0,-145,0
510,465,-63,0,0,0,-145,1
511,464,-62,0,0,0,-145,1
512,461,-60,0,0,0,-145,1
513,457,-58,0,0,0,-145,1
514,457,-58,0,0,0,-145,1
515,454,-56,0,0,0,-145,1
516,426,-35,0,0,0,-145,1
517,421,-31,0,0,0,-145,1
518,416,-29,0,0,0,-145,1
519,412,-27,0,0,0,-145,1
520,408,-25,0,0,0,-145,1
521,401,-23,0,0,0,-145,1
522,388,-20,0,0,0,-145,1
523,378,-18,0,0,0,-145,1
524,368,-17,0,0,0,-145,1
525,359,-17,0,0,0,-145,1
526,353,-16,0,0,0,-145,1
527,351,-16,0,0,0,-145,1
528,351,-16,0,0,0,-145,1
529,350,-16,0,0,0,-145,1
530,345,-16,0,0,0,-145,1
531,338,-16,0,0,0,-145,1
532,333,-15,0,0,0,-145,1
533,333,-15,0,0,0,-145,1
534,329,-15,0,0,0,-145,1
535,283,-11,0,0,0,-145,1
536,281,-11,0,0,0,-145,1
537,280,-11,0,0,0,-145,1
538,280,-10,0,0,0,-145,1
539,274,-9,0,0,0,-145,1
540,264,-8,0,0,0,-145,1
541,255,-7,0,0,0,-145,1
542,242,-6,0,0,0,-145,1
543,231,-6,0,0,0,-145,1
544,224,-6,0,0,0,-145,1
545,212,-6,0,0,0,-145,1
546,204,-5,0,0,0,-145,1
547,192,-5,0,0,0,-145,1
548,180,-5,0,0,0,-145,1
549,168,-3,0,0,0,-145,1
550,154,-3,0,0,0,-145,1
551,142,-3,0,0,0,-145,1
552,131,-3,0,0,0,-145,1
553,114,-3,0,0,0,-145,1
554,100,-3,0,0,0,-145,1
555,81,-3,0,0,0,-145,1
556,58,-3,0,0,0,-145,1
557,20,-3,0,0,0,-145,1
558,11,-3,0,0,0,-145,1
559,-15,-3,0,0,0,-145,1
560,-41,-3,0,0,0,-145,1
561,-78,-3,0,0,0,-145,1
562,-114,-3,0,0,0,-145,1
563,-128,-3,0,0,0,-145,1
564,-140,-3,0,0,0,-145,1
565,-140,-3,0,0,0,-145,1
566,-203,-2,0,0,0,-145,1
567,-217,-2,0,0,0,-145,1
568,-226,-2,0,0,0,-145,1
569,-236,-2,0,0,0,-145,1
570,-249,-2,0,0,0,-145,1
571,-263,-2,0,0,0,-145,1
572,-279,-2,0,0,0,-145,1
573,-291,-3,0,0,0,-145,1
574,-302,-5,0,0,0,-145,1
575,-312,-8,0,0,0,-145,1
576,-322,-9,0,0,0,-145,1
577,-337,-12,0,0,0,-145,1
578,-349,-15,0,0,0,-145,1
579,-356,-16,0,0,0,-145,1
580,-366,-18,0,0,0,-145,1
581,-374,-19,0,0,0,-145,1
582,-377,-20,0,0,0,-145,1
583,-379,-21,0,0,0,-145,1
584,-381,-22,0,0,0,-145,1
585,-383,-23,0,0,0,-145,1
586,-386,-24,0,0,0,-145,1
587,-389,-25,0,0,0,-145,1
588,-391,-25,0,0,0,-145,1
589,-393,-25,0,0,0,-145,1
590,-393,-25,0,0,0,-145,1
591,-398,-26,0,0,0,-145,1
592,-403,-26,0,0,0,-145,1
593,-409,-26,0,0,0,-145,1
594,-415,-26,0,0,0,-145,1
595,-422,-26,0,0,0,-145,1
596,-429,-26,0,0,0,-145,1
597,-434,-26,0,0,0,-145,1
598,-440,-23,0,0,0,-145,1
599,-443,-22,0,0,0,-145,1
600,-445,-20,0,0,0,-145,1
601,-447,-19,0,0,0,-145,1
602,-448,-18,0,0,0,-145,1
603,-449,-17,0,0,0,-145,1
604,-450,-16,0,0,0,-145,1
605,-452,-15,0,0,0,-145,1
606,-454,-12,0,0,0,-145,1
607,-458,-9,0,0,0,-145,1
608,-462,-5,0,0,0,-145,1
609,-466,-1,0,0,0,-145,1
610,-470,1,0,0,0,-145,1
611,-471,2,0,0,0,-145,1
612,-473,3,0,0,0,-145,1
613,-476,7,0,0,0,-145,1
614,-478,8,0,0,0,-145,1
615,-481,11,0,0,0,-145,1
616,-485,14,0,0,0,-145,1
617,-489,18,0,0,0,-145,1
618,-492,21,0,0,0,-145,1
619,-495,23,0,0,0,-145,1
620,-499,27,0,0,0,-145,1
621,-502,31,0,0,0,-145,1
622,-505,35,0,0,0,-145,1
623,-506,37,0,0,0,-145,1
624,-506,37,0,0,0,-145,1
625,-507,38,0,0,0,-145,1
626,-509,41,0,0,0,-145,1
627,-511,43,0,0,0,-145,1
628,-514,47,0,0,0,-145,1
629,-516,50,0,0,0,-145,1
630,-517,52,0,0,0,-145,1
631,-517,52,0,0,0,-145,1
632,-517,52,0,0,0,-145,1
633,-517,54,0,0,0,-145,1
634,-518,56,0,0,0,-145,0
635,-519,59,0,0,0,-145,0
636,-520,62,0,0,0,-145,0
637,-520,63,0,0,0,-145,0
638,-520,63,0,0,0,-145,0
639,-520,64,0,0,0,-145,0
640,-519,65,0,0,0,-145,0
641,-517,67,0,0,0,-145,0
642,-515,68,0,0,0,-145,0
643,-512,69,0,0,0,-145,0
644,-508,69,0,0,0,-145,0
645,-503,70,0,0,0,-145,0
646,-499,71,0,0,0,-145,0
647,-491,72,0,0,0,-145,0
648,-486,73,0,0,0,-145,0
649,-480,74,0,0,0,-145,0
650,-475,75,0,0,0,-145,0
651,-471,75,0,0,0,-145,0
652,-470,75,0,0,0,-145,0
653,-470,75,0,0,0,-145,0
654,-468,76,0,0,0,-145,0
655,-465,77,0,0,0,-145,0
656,-461,78,0,0,0,-145,0
657,-457,80,0,0,0,-145,0
658,-452,81,0,0,0,-145,0
659,-448,82,0,0,0,-145,0
660,-448,82,0,0,0,-145,0
661,-448,82,0,0,0,-145,0
662,-447,82,0,0,0,-145,0
663,-447,82,0,0,0,-145,0
664,-447,82,0,0,0,-145,0
665,-447,83,0,0,0,-145,0
666,-447,83,0,0,0,-145,0
667,-446,83,0,0,0,-145,0
668,-446,84,0,0,0,-145,0
669,-445,84,0,0,0,-145,0
670,-445,85,0,0,0,-145,0
671,-444,85,0,0,0,-145,0
672,-444,85,0,0,0,-145,0
673,-444,85,0,0,0,-145,0
674,-444,86,0,0,0,-145,0
675,-445,87,0,0,0,-145,0
676,-446,89,0,0,0,-145,0
677,-447,91,0,0,0,-145,0
678,-450,93,0,0,0,-145,0
679,-451,95,0,0,0,-145,0
680,-453,96,0,0,0,-145,0
681,-455,97,0,0,0,-145,0
682,-457,97,0,0,0,-145,0
683,-459,98,0,0,0,-145,0
684,-460,99,0,0,0,-145,0
685,-463,99,0,0,0,-145,0
686,-466,101,0,0,0,-145,0
687,-469,102,0,0,0,-145,0
688,-472,102,0,0,0,-145,0
689,-473,103,0,0,0,-145,0
690,-473,103,0,0,0,-145,0
691,-474,103,0,0,0,-145,0
692,-475,104,0,0,0,-145,0
693,-476,105,0,0,0,-145,0
694,-479,107,0,0,0,-145,0
695,-482,109,0,0,0,-145,0
696,-484,111,0,0,0,-145,0
697,-485,112,0,0,0,-145,0
698,-486,113,0,0,0,-145,0
699,-488,115,0,0,0,-145,0
700,-489,117,0,0,0,-145,0
701,-491,120,0,0,0,-145,0
702,-493,123,0,0,0,-145,0
703,-495,126,0,0,0,-145,0
704,-496,128,0,0,0,-145,0
705,-498,131,0,0,0,-145,0
706,-499,133,0,0,0,-145,0
707,-500,136,0,0,0,-145,0
708,-500,138,0,0,0,-145,0
709,-500,141,0,0,0,-145,0
710,-500,144,0,0,0,-145,0
711,-500,146,0,0,0,-145,0
712,-500,149,0,0,0,-145,0
713,-499,154,0,0,0,-145,0
714,-498,158,0,0,0,-145,0
715,-496,162,0,0,0,-145,0
716,-494,164,0,0,0,-145,0
717,-494,164,0,0,0,-145,0
718,-493,164,0,0,0,-145,0
719,-492,165,0,0,0,-145,0
720,-488,166,0,0,0,-145,0
721,-481,168,0,0,0,-145,0
722,-474,170,0,0,0,-145,0
723,-469,171,0,0,0,-145,0
724,-466,172,0,0,0,-145,0
725,-465,172,0,0,0,-145,0
726,-465,172,0,0,0,-145,0
727,-465,172,0,0,0,-145,0
728,-462,173,0,0,0,-145,0
729,-458,175,0,0,0,-145,0
730,-450,176,0,0,0,-145,0
731,-435,178,0,0,0,-145,0
732,-425,178,0,0,0,-145,0
733,-419,178,0,0,0,-145,1
734,-414,179,0,0,0,-145,1
735,-408,179,0,0,0,-145,1
736,-399,181,0,0,0,-145,1
737,-387,181,0,0,0,-145,1
738,-376,181,0,0,0,-145,1
739,-369,182,0,0,0,-145,1
740,-362,182,0,0,0,-145,1
741,-356,184,0,0,0,-145,1
742,-347,185,0,0,0,-145,1
743,-338,186,0,0,0,-145,1
744,-327,188,0,0,0,-145,1
745,-312,189,0,0,0,-145,1
746,-299,191,0,0,0,-145,1
747,-286,192,0,0,0,-145,1
748,-277,192,0,0,0,-145,1
749,-250,193,0,0,0,-145,1
750,-227,193,0,0,0,-145,1
751,-206,194,0,0,0,-145,1
752,-181,194,0,0,0,-145,1
753,-155,196,0,0,0,-145,1
754,-124,196,0,0,0,-145,1
755,-101,196,0,0,0,-145,1
756,-69,196,0,0,0,-145,1
757,-43,196,0,0,0,-145,1
758,-12,196,0,0,0,-145,1
759,10,196,0,0,0,-145,1
760,42,196,0,0,0,-145,1
761,69,196,0,0,0,-145,1
762,90,196,0,0,0,-145,1
763,109,196,0,0,0,-145,1
764,122,196,0,0,0,-145,1
765,137,196,0,0,0,-145,1
766,145,197,0,0,0,-145,1
